cpcv2,description,common_name,display_name,es_name,fr_name,pt_name,ar_name,aliases,hs2012,scientific_name,per_country_aliases
P23163,Branded Rice,,Branded Rice,Arroz de Marca,Riz de marque,Arroz de marca,,['2316a'],,,[]
P23163AA,"Branded rice, Tchako",Rice (Tchako),Rice (Tchako),,,,,"['2316aa', 'riz importé tchako']",,,[]
P23163AB,"Branded rice, Mega",Rice (Mega),Rice (Mega),,,,,"['riz mega', '2316ab']",,,[]
P23163AC,"Branded rice, Bongu",Rice (Bongu),Rice (Bongu),,,,,"['2316ac', 'riz bongu']",,,[]
P23163AD,"Branded rice, 10/10",Rice (10/10),Rice (10/10),,,,,"['2316ad', 'riz 10/10']",,,[]
P23163AE,"Branded rice, TCS",Rice (TCS),Rice (TCS),,,,,"['2316ae', 'riz local tcs']",,,[]
P2317,Other vegetable flours and meals,,Other vegetable flours and meals,,,,,[],,,[]
P23170,Other vegetable flours and meals,,Other vegetable flours and meals,Otras harinas vegetales,Autres farines et farines végétales,Outras farinhas e refeições de legumes,,[],"['1106.20', '1106.10', '1106.30']",,[]
P23170AA,"Other vegetable flours and meals, cassava",Cassava Flour,Cassava Flour,,,,,"['23170a', 'cassava (flour)', 'manioc - farine', 'farine de manioc']",,,[]
P23170AB,"Gari, yellow",Gari (Yellow),Gari (Yellow),,,,,"['23170b', 'dorowan gari']",,,[]
P23170AC,"Gari, White",Gari (White),Gari (White),,,,,"['23170c', 'farin gari']",,,[]
P23170AD,"Gari, ordinary",Gari,Gari,,,,,"['23170d', 'cassava (gari)']",,,[]
P2318,Mixes and doughs for the preparation of bakers' wares,,Mixes and doughs for the preparation of bakers' wares,,,,,[],,,[]
P23180,Mixes and doughs for the preparation of bakers' wares,,Mixes and doughs for the preparation of bakers' wares,,,,,[],['1901.20'],,[]
P232,Starches and starch products; sugars and sugar syrups n.e.c.,,Starches and starch products; sugars and sugar syrups n.e.c....,,,,,[],,,[]
P2321,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,,Glucose and glucose syrup; fructose and fructose syrup; lact...,,,,,[],,,[]
P23210,Glucose and glucose syrup; fructose and fructose syrup; lactose and lactose syrup; invert sugar; sugars and sugar syrups n.e.c.; artificial honey; caramel,,Glucose and glucose syrup; fructose and fructose syrup; lact...,,,,,[],"['1702.11', '1702.19', '1702.30', '1702.40', '1702.50', '1702.60', '1702.90']",,[]
P2322,Starches; inulin; wheat gluten; dextrins and other modified starches,,Starches; inulin; wheat gluten; dextrins and other modified ...,,,,,[],,,[]
P23220,Starches; inulin; wheat gluten; dextrins and other modified starches,,Starches; inulin; wheat gluten; dextrins and other modified ...,,,,,[],"['1108.11', '1108.12', '1108.13', '1108.14', '1108.19', '1108.20', '1109.00', '3505.10']",,[]
P2323,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms",,"Tapioca and substitutes therefor prepared from starch, in th...",,,,,[],,,[]
P23230,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, siftings or similar forms",,"Tapioca and substitutes therefor prepared from starch, in th...",,,,,[],['1903.00'],,[]
P233,Preparations used in animal feeding,,Preparations used in animal feeding,,,,,[],,,[]
P2331,Preparations used in animal feeding,,Preparations used in animal feeding,,,,,[],,,[]
P23311,"Dog or cat food, put up for retail sale",,"Dog or cat food, put up for retail sale",,,,,[],['2309.10'],,[]
P23319,Preparations used in animal feeding n.e.c.,,Preparations used in animal feeding n.e.c.,,,,,[],['2309.90'],,[]
P2332,Lucerne (alfalfa) meal and pellets,,Lucerne (alfalfa) meal and pellets,,,,,[],,,[]
P23320,Lucerne (alfalfa) meal and pellets,,Lucerne (alfalfa) meal and pellets,,,,,[],['1214.10'],,[]
P234,Bakery products,,Bakery products,,,,,[],,,[]
P2341,"Crispbread; rusks, toasted bread and similar toasted products",,"Crispbread; rusks, toasted bread and similar toasted product...",,,,,[],,,[]
P23410,"Crispbread; rusks, toasted bread and similar toasted products",,"Crispbread; rusks, toasted bread and similar toasted product...","Pan crujiente; biscotes, pan tostado y productos tostados si","Pain croustillant ; biscottes, pain grillé et produit grillé","Pão crocante; roscas, pão torrado e produto semelhante torra",,[],"['1905.40', '1905.10']",,[]
P23410AA,High energy biscuits,High energy biscuits,High energy biscuits,,,,,"['biscruits à haute énergie (bhe)', 'biscuits à haute teneur énergétique']",,,[]
P2342,Gingerbread and the like; sweet biscuits; waffles and wafers,,Gingerbread and the like; sweet biscuits; waffles and wafers...,,,,,[],,,[]
P23420,Gingerbread and the like; sweet biscuits; waffles and wafers,,Gingerbread and the like; sweet biscuits; waffles and wafers...,,,,,[],"['1905.20', '1905.31', '1905.32']",,[]
P2343,Pastry goods and cakes,,Pastry goods and cakes,,,,,[],,,[]
P23430,Pastry goods and cakes,,Pastry goods and cakes,Productos de pastelería y tartas,Pâtisseries et gâteaux,Produtos de pastelaria e bolos,,[],['1905.90'],,[]
P23430AA,Pastry goods and cakes,Pastry Goods and Cakes,Pastry Goods and Cakes,,,,,['pan dulce corriente o manteca'],,,[]
P2349,Bread and other bakers' wares,,Bread and other bakers' wares,,,,,[],,,[]
P23490,Bread and other bakers' wares,,Bread and other bakers' wares,Pan y otros productos de panadería,Pain et autres produits de boulangerie,Pão e outros produtos de padaria,,[],['1905.90'],,[]
P23490AA,"Bread and other bakers' wares, bread",Bread,Bread,,,,,"['23490a', 'biredi', 'pain', 'bread (kg)', 'pan de trigo', 'buredi', 'bread (loaf)']",,,[]
P23490AB,"Bread and other bakers' wares, maize tortilla",Maize Tortilla,Maize Tortilla,,,,,"['23490b', 'tortilla de maíz']",,,[]
P23490AC,"Bread, small loaf",Bread (small loaf),Bread (small loaf),,,,,['bread (brotchen)'],,,[]
P23490AD,"Bread, fried",Bread (fried),Bread (fried),,,,,['bread (vetkoek)'],,,[]
P23490AE,"Bread, brown loaf",Bread (brown loaf),Bread (brown loaf),,,,,"['brown bread', 'bread (brown)']",,,[]
P23490AF,"Bread, white loaf",Bread (white loaf),Bread (white loaf),,,,,['bread (white)'],,,[]
P23490AG,"Bread, traditional",Bread (Traditional),Bread (Traditional),,,,,[],,,[]
P235,Sugar,,Sugar,,,,,[],,,[]
P2351,Raw cane or beet sugar,,Raw cane or beet sugar,,,,,[],,,[]
P23511,Cane sugar,Sugar (Raw),Sugar (Raw),Azúcar (Panela),Sucre (brut),Açúcar (Bruto),,[],"['1701.14', '1701.13']",,[]
P23511AA,Cane sugar,Sugar (Raw),Sugar (Raw),,,,,"['23511', 'sugar (raw)']",,,[]
P23511AD,Sugar (Brown),,Sugar (Brown),,,,,['panela cuadrada morena'],,,[]
P23512,Beet sugar,,Beet sugar,,,,,[],['1701.12'],,[]
P2352,Refined sugar,,Refined sugar,,,,,[],,,[]
P23520,Refined sugar,,Refined sugar,Azúcar refinado,Sucre raffiné,Açúcar refinado,,[],['1701.99'],,[]
P23520AA,Refined sugar,Refined sugar,Refined sugar,,,,,"['235', 'azucar', 'sugar (white)', 'sucre', 'azúcar de caña', 'sugar', '23520', 'sugar (refined)', 'sugar (kg)', 'azúcar', 'sucre raffinée', 'azúcar estándar', 'sucre blanc']",,,[]
P2353,"Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup",,"Refined cane or beet sugar, in solid form, containing added ...",,,,,[],,,[]
P23530,"Refined cane or beet sugar, in solid form, containing added flavouring or colouring matter; maple sugar and maple syrup",,"Refined cane or beet sugar, in solid form, containing added ...","Azúcar refinado de caña o de remolacha, en forma sólida, con","Sucre de canne ou de betterave raffiné, sous forme solide, c","Açúcar de cana ou de beterraba refinado, em forma sólida, co",,[],"['1701.91', '1702.20']",,[]
P23530AA,"Sugar, cream color",Sugar (Cream),Sugar (Cream),,,,,"['23530a', 'sucre crème', 'brown sugar']",,,[]
P2354,Molasses,,Molasses,,,,,[],,,[]
P23540,Molasses,,Molasses,,,,,[],"['1703.10', '1703.90']",,[]
P236,"Cocoa, chocolate and sugar confectionery",,"Cocoa, chocolate and sugar confectionery",,,,,[],,,[]
P2361,"Cocoa paste, whether or not defatted",,"Cocoa paste, whether or not defatted",,,,,[],,,[]
P23610,"Cocoa paste, whether or not defatted",,"Cocoa paste, whether or not defatted",,,,,[],"['1803.10', '1803.20']",,[]
P2362,"Cocoa butter, fat and oil",,"Cocoa butter, fat and oil",,,,,[],,,[]
P23620,"Cocoa butter, fat and oil",,"Cocoa butter, fat and oil",,,,,[],['1804.00'],,[]
P2363,"Cocoa powder, not sweetened",,"Cocoa powder, not sweetened",,,,,[],,,[]
P23630,"Cocoa powder, not sweetened",,"Cocoa powder, not sweetened",,,,,[],['1805.00'],,[]
P2364,"Cocoa powder, sweetened",,"Cocoa powder, sweetened",,,,,[],,,[]
P23640,"Cocoa powder, sweetened",,"Cocoa powder, sweetened",,,,,[],['1806.10'],,[]
P2365,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms",,Chocolate and other food preparations containing cocoa (exce...,,,,,[],,,[]
P23650,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), in bulk forms",,Chocolate and other food preparations containing cocoa (exce...,,,,,[],['1806.20'],,[]
P2366,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms",,Chocolate and other food preparations containing cocoa (exce...,,,,,[],,,[]
P23660,"Chocolate and other food preparations containing cocoa (except sweetened cocoa powder), other than in bulk forms",,Chocolate and other food preparations containing cocoa (exce...,,,,,[],"['1806.31', '1806.32', '1806.90']",,[]
P2367,"Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar",,"Sugar confectionery (including white chocolate), not contain...",,,,,[],,,[]
P23670,"Sugar confectionery (including white chocolate), not containing cocoa; vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar",,"Sugar confectionery (including white chocolate), not contain...",,,,,[],"['1704.10', '1704.90', '2006.00']",,[]
P237,"Macaroni, noodles, couscous and similar farinaceous products",,"Macaroni, noodles, couscous and similar farinaceous products...",,,,,[],,,[]
P2371,"Uncooked pasta, not stuffed or otherwise prepared",,"Uncooked pasta, not stuffed or otherwise prepared",,,,,[],,,[]
P23710,"Uncooked pasta, not stuffed or otherwise prepared",,"Uncooked pasta, not stuffed or otherwise prepared","Pasta cruda, no rellena ni preparada de otro modo","Pâtes non cuites, non farcies ou autrement préparées","Massa não cozida, não recheada ou preparada de outra forma",,[],"['1902.11', '1902.19']",,[]
P23710AA,"Uncooked pasta, spaghetti",Spaghetti,Spaghetti,,,,,"['pattes (prendre la marque la moins chère) selva', '23710a', 'spaghetti gourmet']",,,[]
P23710AB,"Uncooked pasta, mixed",Pasta (Mixed),Pasta (Mixed),,,,,"['pasta (mixed)', 'pastas alimenticias', '23710b']",,,[]
P23710AC,"Spaghetti, Bongu",Spaghetti (Bongu),Spaghetti (Bongu),,,,,"['23710c', 'spaghetti bongu']",,,[]
P23710AD,"Spaghetti, Itala",Spaghetti (Itala),Spaghetti (Itala),,,,,"['23710d', 'spaghetti itala']",,,[]
P23710AE,"Spaghetti, Vita",Spaghetti (Vita),Spaghetti (Vita),,,,,"['23710e', 'spaghetti vita']",,,[]
P23710AF,"Spaghetti, Lavagi",Spaghetti (Lavagi),Spaghetti (Lavagi),,,,,"['23710f', 'spaghetti lavagi']",,,[]
P23710AG,"Spaghetti, Gourmet",Spaghetti (Gourmet),Spaghetti (Gourmet),,,,,"['23710g', 'spaghetti gourmet']",,,[]
P23710AH,"Macaroni, uncooked processed pasta",Macaroni,Macaroni,,,,,,,,[]
P2372,"Pasta, cooked, stuffed or otherwise prepared; couscous",,"Pasta, cooked, stuffed or otherwise prepared; couscous",,,,,[],,,[]
P23721,"Pasta, cooked, stuffed or otherwise prepared (but not as a complete dish); couscous, except as a complete dish",,"Pasta, cooked, stuffed or otherwise prepared (but not as a c...","Pasta cocida, rellena o preparada de otro modo (pero no como","Pâtes, cuites, farcies ou autrement préparées (mais pas en t","Massa, cozinhada, recheada ou preparada de outra forma (mas ",,[],"['1902.20', '1902.40', '1902.30']",,[]
P23721AA,"Pasta, prepared, unspecified","Pasta (Prepared, Unspecified)","Pasta (Prepared, Unspecified)",,,,,['pâtes'],,,[]
P23722,Prepared dishes containing stuffed pasta; prepared couscous dishes,,Prepared dishes containing stuffed pasta; prepared couscous ...,,,,,[],"['1902.20', '1902.30', '1902.40']",,[]
P239,Food products n.e.c.,,Food products n.e.c.,,,,,[],,,[]
P2391,Coffee and tea,,Coffee and tea,,,,,[],,,[]
P23911,"Coffee, decaffeinated or roasted",Roasted Coffee,Roasted Coffee,Café tostado,Café torréfié,Café torrado,,[],"['0901.22', '0901.21', '0901.12']",,[]
P23911AA,"Coffee, decaffeinated or roasted",Roasted Coffee,Roasted Coffee,,,,,['23911'],,,[]
P23911AB,"Coffee, roasted, Arabica",Roasted Coffee (Arabica),Roasted Coffee (Arabica),,,,,['23911a'],,,[]
P23911AC,"Coffee, ground",Ground Coffee,Ground Coffee,,,,,"['café molido', '23911b']",,,[]
P23911AD,"Coffee, Robusta",Roasted Coffee (Robusta),Roasted Coffee (Robusta),,,,,,,Coffea canephora,[]
P23912,"Coffee substitutes containing coffee; extracts, essences and concentrates of coffee, and preparations with a basis thereof or with a basis of coffee; roasted chicory and other roasted coffee substitutes, and extracts, essences and concentrates thereof",,"Coffee substitutes containing coffee; extracts, essences and...",,,,,[],"['0901.90', '2101.11', '2101.12', '2101.30']",,[]
P23913,"Green tea (not fermented), black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",,"Green tea (not fermented), black tea (fermented) and partly ...","Té verde (no fermentado), té negro (fermentado) y parcialmen","Le thé vert (non fermenté), le thé noir (fermenté) et partie","Chá verde (não fermentado), chá preto (fermentado) e parcial",,[],"['0902.10', '0902.30']",,[]
P23913AA,"Green tea (not fermented), in immediate packings of a content not exceeding 3 kg",Tea (Green),Tea (Green),,,,,"['23913a', 'green tea']",,,[]
P23913AB,"Black tea (fermented), in immediate packings of a content not exceeding 3 kg",Tea (Black),Tea (Black),,,,,"['23913b', 'black tea']",,,[]
P23914,"Extracts, essences and concentrates of tea or mate, and preparations with a basis thereof or with a basis of tea or mat�",,"Extracts, essences and concentrates of tea or mate, and prep...",,,,,[],['2101.20'],,[]
P2392,"Spices and aromatics, processed",,"Spices and aromatics, processed",,,,,[],,,[]
P23921,"Pepper (piper spp.), processed",,"Pepper (piper spp.), processed",,,,,[],['0904.12'],,[]
P23922,"Chillies and peppers, dry (capsicum spp., pimenta), processed",,"Chillies and peppers, dry (capsicum spp., pimenta), processe...","Chiles y pimientos secos (capsicum spp., pimenta), procesado","Piments et poivrons, secs (capsicum spp., pimenta), processe","Malaguetas e pimentos, secos (capsicum spp., pimenta), proce",,[],['0904.22'],,[]
P23922AA,Paprika,,Paprika,,,,,"['23922a', 'pimentón']",,,[]
P23922AB,"Hibiscus, dried",Hibiscus (dried),Hibiscus (dried),,,,,"['karkadeh', 'hibiscus']",[],,[]
P23923,"Nutmeg, mace, cardamoms, processed",,"Nutmeg, mace, cardamoms, processed",,,,,[],"['0908.12', '0908.22', '0908.32']",,[]
P23924,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, processed",,"Anise, badian, coriander, cumin, caraway, fennel and juniper...",,,,,[],"['0909.22', '0909.32', '0909.62']",,[]
P23925,"Cinnamon (canella), processed",,"Cinnamon (canella), processed",,,,,[],['0906.20'],,[]
P23926,"Cloves (whole stems), processed",,"Cloves (whole stems), processed",,,,,[],['0907.20'],,[]
P23927,"Ginger, processed",Ginger (Processed),Ginger (Processed),,,,,[],['0910.12'],,[]
P23928,"Vanilla, processed",,"Vanilla, processed",,,,,[],['0905.20'],,[]
P23929,Berbere,,Berbere,,,,,[],"['0910.20', '0910.30', '0910.91', '0910.99']",,[]
P23929AA,Berbere,,Berbere,,,,,"['berbéré', '23929']",,,[]
P2399,Other food products,,Other food products,,,,,[],,,[]
P23991,"Homogenized preparations of meat, vegetables, fruit or nuts; preparations of milk, flour, meal, starch or malt extract, for infant use n.e.c.; homogenized composite food preparations",,"Homogenized preparations of meat, vegetables, fruit or nuts;...",,,,,[],"['1602.10', '1901.10', '2005.10', '2007.10', '2104.20']",,[]
P23992,Soups and broths and preparations thereof,,Soups and broths and preparations thereof,Sopas y caldos y sus preparaciones,Soupes et bouillons et leurs préparations,"Sopas, caldos e respectivas preparações",,[],['2104.10'],,[]
P23992AA,"Soup, instant",Soup (Instant),Soup (Instant),,,,,['sopa instantánea en vaso'],,,[]
P23993,"Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin",,"Eggs, not in shell, and egg yolks, fresh or preserved; egg a...",,,,,[],"['0408.11', '0408.19', '0408.91', '0408.99', '3502.11', '3502.19']",,[]
P23994,Vinegar and substitutes therefor obtained from acetic acid,,Vinegar and substitutes therefor obtained from acetic acid,,,,,[],['2209.00'],,[]
P23995,Sauces; mixed condiments; mustard flour and meal; prepared mustard,,Sauces; mixed condiments; mustard flour and meal; prepared m...,Salsas; condimentos mixtos; harina de mostaza; m...,Sauces ; condiments mélangés ; farine et farine de moutarde,Molhos; condimentos mistos; farinha de mostarda e refeição;,,[],"['2103.90', '2103.30', '2103.10', '2103.20']",,[]
P23995AA,Mayonnaise,,Mayonnaise,,,,,"['mayonesa', '23995a']",,,[]
P23995AB,Tomato Sauce,,Tomato Sauce,,,,,"['23995b', 'salsa de tomate']",,,[]
P23995AC,"Tomato paste, Rika",Tomato Paste (Rika),Tomato Paste (Rika),,,,,"['pâte tomate rika', '23995c']",,,[]
P23995AD,"Tomato paste, Famoza",Tomato Paste (Famoza),Tomato Paste (Famoza),,,,,"['pâte tomate famoza', '23995d']",,,[]
P23995AE,"Tomato paste, Laperla",Tomato Paste (Laperla),Tomato Paste (Laperla),,,,,"['pâte tomate laperla', '23995e']",,,[]
P23996,"Yeasts (active or inactive); other single-cell micro-organisms, dead; prepared baking powders",,Yeasts (active or inactive); other single-cell micro-organis...,,,,,[],"['2102.10', '2102.20', '2102.30']",,[]
P23997,Other prepared dishes and meals,,Other prepared dishes and meals,,,,,[],"['1904.90', '1905.90']",,[]
P23999,Other food products n.e.c.,,Other food products n.e.c.,Otros productos alimenticios n.c.o.p.,Autres produits alimentaires n.c.a.,"Outros produtos alimentares, n.e.c.",,[],"['1901.90', '1302.39', '1302.31', '1302.13', '1302.20', '2106.90', '2106.10', '1302.32', '1302.19', '1302.12']",,[]
